srcid,IntDate,Mode,Q1_CF_Order,Q1,Q2,Q2_Oth,Q3,Q3_Oth,Q4,Q4_Oth,Q5i_DUM,Q5i_Order,Q5a,Q5b,Q5ii_DUM,Q5ii_Order,Q5c,Q5d,Q5e,Q5f,Q6_Order,Q6a,Q6b,Q6c,Q6d,Q7_Order,Q7a,Q7b,Q7c,Q7d,Q7e,Q8_CF_Order,Q8_Order,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9_DUM,Q9a_CLICK,Q9b_CLICK,Q9c_CLICK,Q10_Order,Q10a,Q10b,Q10c,Q10d,module,Q11_DUM,Q11,Q11_CLICK,Q11a,Q11b,Q12,Q13_Order,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,E_ORDER,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Sect_0_time,Sect_1_time,Sect_2_time,Sect_3_time,Sect_4_time,Sect_5_time,Sect_6_time,Sect_7_time,Sect_8_time,Sect_9_time,Sect_10_time,Sect_11_time,Sect_12_time,Sect_13_time,Sect_14_time,Sect_15_time,Sect_16_time,p_state,p_region,p_geography,p_seifa,p_gender,p_age,p_age_group,p_birthgroup,p_citizen,p_lote,p_atsi,p_house_str,p_schooling,p_education,p_phone,sDevType,fDevType,sOSName,fOSName,wt_agehedu12,wt_geography,wt_internet,wt_sex,wt_tel,wt_volunteer,wt_design,wt_propensit,wt_base,wt_wave,weight,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc
1579,13-OCT-18,1,1,5,1, ,1, ,3, ,1,"b, a",1,1,1,"d, c, e, f",1,1,1,1,"b, a, c, d",5,5,1,1,"e, d, a, c, b",4,1,1,3,4, ,"f, b, a, c, g, e, d, h",8,2,5,1,5,2,2,7,1, , , ,"b, a, c, d",4,5,5,1,2, , , , , , , , , , , , , , , ,2,3,3,3,3,2,-98,2,2,3,2,2,3,2,3,3,1.03333333333333,1.16666666666667,1.18333333333333,1.53333333333333,1.7,.466666666666667,.783333333333334,1.58333333333333, , , , , ,1.8,.299999999999999,2.43333333333333,.866666666666667,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,1,1,7007.2345,1.20561803337607,8515.58274758734,1592.55329545455,.179354955332586,1,2,3,3
591,12-OCT-18,2,2,2,1, ,35, ,3, ,1,"b, a",1,3,1,"d, f, c, e",2,2,2,3,"b, d, a, c",3,4,4,3,"c, b, d, e, a",1,2,1,2,2,2,"b, d, e, g, f, c, h, a",8,6,8,4,5,5,3,10,1,0, , ,"b, d, a, c",2,5,2,4,2, , , , , , , , , , , , , , , ,1,3,3,2,3,2,4,2,3,3,3,3,3,3,3,3,.516666666666667,1.21666666666667,.516666666666667,1.05,.666666666666667,.1,.533333333333333,.5, , , , , ,.566666666666667,.399999999999999,.916666666666667,.1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,1,5622.9864,2.70068857266259,15307.3328683999,9682.76640769907,1.09048290032458,2,1,1,1
1557,12-OCT-18,2,2,4,4, ,26, ,3, ,3,"b, a",2,2,3,"d, f, c, e",2,2,2,-99,"b, d, a, c",4,4,5,4,"d, a, c, b, e",2,-98,2,-98,2,2,"f, d, c, h, a, g, b, e",1,1,1,1,5,1,4,3,3, , ,0,"b, d, a, c",2,4,4,1,2, , , , , , , , , , , , , , , ,2,2,-98,2,4,2,-98,-98,-98,-98,-98,2,3,-98,-98,-98,4.91666666666667,3.43333333333333,1.28333333333333,2.35,1.81666666666667,.950000000000001,1.26666666666667,1.18333333333333, , , , , ,1.61666666666667,.216666666666669,3.55,1.46666666666667,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,2,8242.383,1.41287198771999,11738.526701274,31955.6726116752,3.5988800188027,2,1,1,2
481,09-OCT-18,2,1,2,16, ,16, ,1, ,3,"b, a",2,3,2,"d, e, f, c",1,1,2,1,"b, c, d, a",1,5,2,2,"e, d, b, c, a",1,1,4,2,2,0,"f, c, b, d, h, a, e, g",1,2,3,1,1,1,2,5,2, ,0, ,"b, c, d, a",1,2,1,4,1,2,2,0,2, ,2,"b, f, e, c, d, a",2,1,1,1,2,2,3,3, , , , , , , , , , , , , , , , ,15,4.6,1.91666666666666,1.66666666666667,1.96666666666667,1.25,1.31666666666667,1.6,2.4,5.55, ,1.4,1.15, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,8242.383,1.20561803337607,10016.6041929676,1873.26886363636,.210969425213195,5,1,4,2
1208,11-OCT-18,2,1,2,1, ,4, ,3, ,1,"b, a",4,4,1,"d, f, e, c",2,4,2,2,"b, d, c, a",2,2,2,2,"c, a, b, d, e",1,1,2,1,1,2,"b, h, g, d, c, f, a, e",6,6,6,1,5,2,2,8,1,0, , ,"b, d, c, a",2,2,4,1,2, , , , , , , , , , , , , , , ,2,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,1.05,1.41666666666667,.5,.516666666666667,1.08333333333333,4.56666666666667,.799999999999999,.683333333333334, , , , , ,.533333333333333,.133333333333333,1.13333333333333,.333333333333334,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,1,9116.2241,2.70068857266259,24816.897441123,2137.39553271592,.240715636577121,3,2,3,2
732,09-OCT-18,2,1,4,19, ,1, ,5,Australian Conservatives,3,"b, a",2,2,1,"f, d, c, e",1,1,2,1,"d, b, a, c",2,4,3,4,"d, e, b, a, c",2,1,4,2,1,0,"d, c, e, h, f, b, a, g",9,7,8,1,7,6,3,9,1,0, , ,"d, b, a, c",1,4,2,2,2, , , , , , , , , , , , , , , ,1,2,1,3,2,1,4,2,3,3,3,3,3,4,4,4,1.7,1.53333333333334,.733333333333334,.966666666666661,1.21666666666667,.416666666666664,.700000000000003,.983333333333334, , , , , ,1.05,.783333333333331,1.03333333333334,.100000000000001,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,3530.6146,1.41287198771999,5028.18344573504,1227.7498691146,.138270426216278,3,1,3,1
1238,11-OCT-18,2,2,4,36, ,5, ,-98, ,2,"a, b",2,2,2,"e, d, c, f",2,2,2,1,"c, b, a, d",2,4,2,2,"e, d, a, b, c",1,2,2,1,1,1,"g, c, a, e, b, d, f, h",7,7,7,2,8,5,3,7,2, ,0, ,"c, b, a, d",2,5,5,1,1,3,3,0,1, ,1,"e, c, a, b, f, d",2,2,2,1,1,2,2,1, , , , , , , , , , , , , , , , ,6.96666666666667,1.76666666666667,1.25,.916666666666666,1.66666666666667,.550000000000001,.733333333333333,.883333333333335,.399999999999999,2.28333333333333, ,.366666666666667,.116666666666667, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,2,7007.2345,1.1148816830374,7874.68913275037,1592.55329545455,.179354955332586,3,2,4,3
1621,12-OCT-18,2,1,4,11, ,13, ,4, ,1,"a, b",1,2,1,"c, e, d, f",2,1,3,2,"a, c, b, d",3,4,3,4,"c, d, e, a, b",4,4,3,4,3,1,"e, g, f, h, b, d, c, a",8,8,7,2,9,4,3,9,1,0, , ,"a, c, b, d",2,4,4,4,2, , , , , , , , , , , , , , , ,1,3,3,3,3,3,3,4,3,3,2,2,3,2,2,3,.8,1.75,1.18333333333333,1.33333333333333,1.66666666666667,.516666666666667,.783333333333334,1.66666666666667, , , , , ,2.63333333333333,1.75,1.51666666666667,.233333333333334,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,11,11,-99,-99,1,-99,1,1,7007.2345,1.05256334585963,7434.51907702939,1592.55329545455,.179354955332586,3,2,3,1
1833,14-OCT-18,2,1,2,16, ,20, ,4, ,3,"a, b",2,2,1,"c, d, f, e",2,2,2,2,"a, b, d, c",3,2,4,3,"a, c, b, e, d",2,2,2,2,2,1,"a, b, e, d, c, f, h, g",6,6,4,4,7,4,4,5,1,0, , ,"a, b, d, c",4,2,2,2,2, , , , , , , , , , , , , , , ,1,3,3,2,3,2,3,3,2,2,3,2,3,3,3,3,1.21666666666667,10.0833333333333,8.16666666666666,.583333333333336,1.96666666666667,.183333333333334,.283333333333335,5.43333333333333, , , , , ,.43333333333333,.516666666666666,.633333333333333,.1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,8138.5042,1.20561803337607,9890.36487314462,11048.9200612524,1.24434050007326,1,1,1,1
360,09-OCT-18,2,1,5,11, ,1, ,3, ,2,"b, a",2,3,1,"d, f, c, e",2,2,2,3,"b, d, a, c",2,2,2,2,"c, e, d, a, b",1,2,2,3,2,0,"f, d, c, e, a, h, g, b",3,4,1,3,7,5,3,4,3, , ,0,"b, d, a, c",2,4,4,2,1,2,1,0, ,2,3,"d, f, c, e, a, b",2,2,2,1,1,1,3,1, , , , , , , , , , , , , , , , ,2.56666666666667,1.95,.733333333333333,.866666666666667,1.43333333333333,.1,.583333333333334,.283333333333333,.416666666666666, ,1.51666666666667,.483333333333333,.15, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,2,5622.9864,1.05256334585963,5965.86280374616,4690.56640329373,.528256310258779,2,2,3,1
2422,18-OCT-18,2,2,4,16, ,1, ,11, ,3,"a, b",3,3,2,"c, d, f, e",2,2,2,2,"a, b, d, c",4,3,2,2,"e, b, d, c, a",2,2,2,2,2,2,"a, h, e, c, b, g, f, d",4,4,4,3,4,5,5,4,1,0, , ,"a, b, d, c",2,2,2,2,1,1,3,0,2, ,2,"c, e, a, d, b, f",1,1,2,1,2,2,3,2, , , , , , , , , , , , , , , , ,1.18333333333333,1.21666666666667,.733333333333333,.566666666666667,1.01666666666667,.416666666666666,.566666666666667,1.25,1.01666666666667,1.33333333333333, ,.299999999999999,.1, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,1,3757.6405,1.41287198771999,5351.50615338291,5073.12647052895,.571340610148046,1,2,2,3
1405,11-OCT-18,2,1,2,20, ,5, ,20, ,1,"a, b",1,1,1,"c, e, f, d",1,1,1,1,"a, c, d, b",4,2,2,2,"a, e, c, d, b",1,1,1,1,1,2,"e, d, c, g, b, h, f, a",3,5,5,4,6,1,4,5,1,0, , ,"a, c, d, b",2,2,4,1,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,15,2.31666666666666,2.35,2.21666666666667,1.66666666666666,.233333333333334,.700000000000003,.466666666666661, , , , , ,1.78333333333334,.5,1.4,.233333333333334,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,2,8138.5042,1.20561803337607,9890.36487314462,3574.93671230933,.402612971373155,2,2,3,2
1075,10-OCT-18,2,2,4,11, ,20, ,4, ,1,"b, a",2,2,1,"d, f, c, e",2,2,1,2,"b, d, a, c",3,2,2,3,"c, b, d, a, e",2,1,3,3,1,1,"f, g, e, a, c, b, d, h",6,6,4,3,7,7,5,8,1,0, , ,"b, d, a, c",4,4,4,2,2, , , , , , , , , , , , , , , ,1,4,4,2,4,4,3,3,1,3,2,2,3,1,1,3,15,1.55,1.03333333333334,1.25,1.45,.766666666666666,.699999999999999,.716666666666669, , , , , ,1.41666666666667,1.03333333333333,1.45,.116666666666667,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.1148816830374,6864.83478670065,8686.37122907857,.978267872252893,5,1,3,2
1880,14-OCT-18,2,1,2,5, ,1, ,-98, ,2,"b, a",2,2,3,"d, c, f, e",2,2,2,2,"b, a, d, c",3,3,3,3,"a, e, d, c, b",1,1,1,1,1,2,"b, h, d, f, g, a, e, c",6,6,1,1,1,1,1,6,2, ,0, ,"b, a, d, c",4,2,2,2,2, , , , , , , , , , , , , , , ,2,2,3,1,3,1,4,2,-98,-98,-98,-98,3,3,3,3,.883333333333333,1.31666666666667,.766666666666667,.583333333333333,.916666666666667,.416666666666667,1.23333333333333,3.13333333333333, , , , , ,1.1,.100000000000001,15,6.81666666666667,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,1,6799.4178,2.70068857266259,18509.9063330339,1545.32222727273,.174035744887172,2,2,2,1
208,09-OCT-18,2,2,4,11, ,35, ,4, ,1,"a, b",2,2,2,"c, d, e, f",2,2,2,2,"a, b, c, d",2,2,2,2,"e, c, d, a, b",2,2,1,2,2,0,"e, b, f, a, h, d, c, g",5,5,6,4,7,6,5,5,1,0, , ,"a, b, c, d",2,4,4,4,1,1,1,0, ,2,3,"a, e, b, d, f, c",1,1,1,2,1,1,2,3, , , , , , , , , , , , , , , , ,.45,.95,.3,.333333333333333,.616666666666667,.15,.316666666666667,.616666666666667,.366666666666667, ,.666666666666666,.166666666666667,.2, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,8138.5042,1.20561803337607,9890.36487314462,7259.32159486826,.817552105859579,3,2,1,1
1904,15-OCT-18,2,1,2,-98, , , ,1, ,3,"b, a",2,2,3,"f, c, d, e",2,2,2,1,"d, a, b, c",3,3,3,3,"e, d, b, a, c",2,2,3,2,3,1,"d, e, b, a, g, f, h, c",5,5,5,3,6,2,3,7,3, , ,0,"d, a, b, c",2,4,4,4,2, , , , , , , , , , , , , , , ,2,2,2,3,2,2,2,2,2,3,3,2,3,3,2,2,2.4,1.76666666666667,1.06666666666667,.916666666666667,1.55,.516666666666668,.883333333333333,.800000000000001, , , , , ,.933333333333332,.133333333333335,1.48333333333333,.550000000000001,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,1,1,7457.8144,1.05256334585963,7912.57427302376,1694.95781818182,.190887855771163,4,1,4,1
839,10-OCT-18,2,2,2,1, ,5, ,5,Australian. Conservatives,3,"a, b",2,2,2,"c, f, e, d",2,2,2,2,"a, d, c, b",4,3,3,3,"d, a, c, b, e",3,3,4,3,3,0,"e, c, g, h, a, b, d, f",8,8,6,5,8,5,5,8,1,0, , ,"a, d, c, b",2,4,4,4,1,3,3,0,2, ,2,"c, d, f, b, a, e",1,1,2,2,2,2,3,3, , , , , , , , , , , , , , , , ,4.16666666666667,1.45,2.01666666666667,1.71666666666667,1.5,.549999999999999,1.23333333333333,1.9,1.2,2.16666666666667, ,.699999999999999,.116666666666667, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.1148816830374,6864.83478670065,1388.32340909091,.156354379935281,4,1,4,3
775,10-OCT-18,2,1,4,11, ,20, ,3, ,1,"b, a",1,1,1,"d, f, e, c",1,1,2,3,"b, d, c, a",2,4,2,2,"b, c, d, e, a",3,2,2,3,2,0,"b, a, f, d, c, g, h, e",5,8,3,3,8,3,2,10,3, , ,0,"b, d, c, a",2,5,4,2,2, , , , , , , , , , , , , , , ,2,3,3,3,4,2,3,3,2,2,2,2,3,3,2,4,1.15,1.15,.583333333333333,.8,1.1,.933333333333334,.7,.933333333333334, , , , , ,.966666666666667,.100000000000001,1.48333333333333,1.53333333333333,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,9116.2241,1.1148816830374,10244.759305827,2071.86911363636,.233335985295961,3,1,2,1
1669,13-OCT-18,1,2,4,32, ,2, ,95, ,2,"a, b",2,2,1,"c, f, d, e",2,1,1,1,"a, d, b, c",1,1,1,2,"c, a, d, e, b",1,1,1,1,1, ,"a, c, d, b, h, g, e, f",2,3,3,1,3,2,1,4,1, , , ,"a, d, b, c",5,2,5,5,1,2,3, ,2, ,1,"a, e, d, f, c, b",1,2,1,1,2,1,2,3, , , , , , , , , , , , , , , , ,1.61666666666667,2.51666666666667,1.48333333333333,1.36666666666667,2,.450000000000001,1.01666666666667,1.43333333333333,1.05,2.18333333333333, ,1.01666666666667,.183333333333334, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,1,2,7457.8144,1.1148816830374,8381.04818809035,32814.38336,3.69558888772972,3,1,4, 
831,10-OCT-18,2,1,2,20, ,5, ,-98, ,1,"a, b",2,2,1,"e, d, f, c",2,2,2,2,"c, b, d, a",2,2,2,2,"a, d, e, b, c",2,2,1,2,2,0,"c, a, d, e, f, b, h, g",3,3,3,1,5,3,3,3,1,0, , ,"c, b, d, a",2,4,4,2,2, , , , , , , , , , , , , , , ,1,4,4,4,4,4,4,4,3,3,3,2,3,2,2,3,2.78333333333333,1.15,.566666666666667,.699999999999999,1.3,.399999999999999,.533333333333333,.483333333333334, , , , , ,.649999999999999,.966666666666667,1.05,.1,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,5614.828,1.1148816830374,6309.91085482618,7946.33152241932,.894923855502529,4,2,3,2
893,10-OCT-18,2,1,2,5, ,1, ,1, ,3,"b, a",2,2,2,"f, d, c, e",2,1,1,1,"d, b, a, c",5,5,4,5,"a, d, c, b, e",2,1,1,1,1,0,"d, h, c, a, b, e, f, g",7,7,3,2,7,1,1,8,3, , ,0,"d, b, a, c",2,4,4,1,2, , , , , , , , , , , , , , , ,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3.26666666666667,2.03333333333333,1.15,1.45,2.48333333333333,.683333333333334,1.11666666666667,.9, , , , , ,1.86666666666667,.183333333333334,3.03333333333333,.5,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,2,8138.5042,1.1148816830374,9146.00340270948,1849.66004545455,.208310576342931,2,1,4,1
1798,13-OCT-18,2,1,4,6, ,16, ,3, ,2,"a, b",1,1,1,"c, f, e, d",1,2,2,2,"a, d, c, b",2,2,3,3,"e, d, c, b, a",3,2,2,3,3,1,"e, c, g, d, b, h, a, f",7,7,7,5,7,6,6,8,3, , ,0,"a, d, c, b",2,4,2,2,1,2,2,0,1, ,3,"e, d, a, c, b, f",2,1,2,1,2,2,2,3, , , , , , , , , , , , , , , , ,3.2,1.98333333333333,2.38333333333333,1.85,1.88333333333333,.85,1.18333333333333,1.66666666666667,2.16666666666667,2.5, ,.566666666666666,.116666666666667, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,2,4695.4258,1.05256334585963,4981.74175345152,2933.11150883723,.330329970842731,1,1,3,1
1368,11-OCT-18,2,2,2,15, ,13, ,1, ,3,"a, b",3,2,1,"e, f, c, d",2,3,2,2,"c, d, a, b",1,1,2,1,"b, c, a, e, d",1,1,1,3,1,2,"c, g, a, f, b, h, d, e",4,6,7,1,9,4,3,8,1,0, , ,"c, d, a, b",2,4,2,4,1,3,2,0,1, ,3,"a, e, c, d, b, f",1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , , ,2.05,1.46666666666667,.583333333333334,.533333333333333,.733333333333333,.333333333333333,.433333333333334,.449999999999999,.133333333333334,1.05, ,.283333333333334,.166666666666666, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,5275.5962,1.05256334585963,5597.28957145701,1198.99913636364,.135032489750951,4,2,4,1
2447,19-OCT-18,2,1,2,29, ,35, ,4, ,1,"b, a",2,2,1,"d, c, e, f",2,1,2,2,"b, a, c, d",3,4,3,2,"b, d, e, a, c",2,2,3,3,1,2,"b, e, g, f, a, d, h, c",6,6,7,5,8,4,5,6,2, ,0, ,"b, a, c, d",4,4,4,4,1,2,1,0, ,2,3,"b, d, c, e, a, f",1,2,1,1,1,1,2,3, , , , , , , , , , , , , , , , ,1.93333333333333,.966666666666667,.7,.666666666666667,.983333333333333,.516666666666667,.583333333333334,.55,.616666666666666, ,1.2,.449999999999999,.1, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,1,4695.4258,1.05256334585963,4981.74175345152,4092.63705177814,.460916904764966,2,2,2,1
203,09-OCT-18,2,2,2,-98, , , ,3, ,1,"a, b",2,2,2,"c, d, f, e",2,2,1,1,"a, b, d, c",3,3,1,2,"c, a, d, b, e",2,3,2,2,2,0,"a, e, h, g, d, f, c, b",7,5,6,4,7,5,5,6,2, ,0, ,"a, b, d, c",1,2,1,2,2, , , , , , , , , , , , , , , ,1,4,4,3,4,2,3,3,2,3,2,1,3,3,3,2,.283333333333333,.616666666666667,.4,.466666666666667,.633333333333334,.266666666666667,.316666666666666,.366666666666667, , , , , ,.416666666666667,.549999999999999,1.1,.1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,1,4695.4258,2.70068857266259,12782.2549383141,16397.4847441485,1.84670123897745,1,1,1,2
1595,12-OCT-18,2,1,2,36, ,1, ,1, ,1,"a, b",2,2,1,"c, e, d, f",2,2,1,1,"a, c, b, d",5,2,4,3,"d, e, c, b, a",2,1,2,2,2,1,"a, e, f, d, c, g, h, b",6,3,2,1,3,2,2,6,2, ,0, ,"a, c, b, d",1,1,1,1,1,3,2,0,2, ,3,"c, d, b, a, f, e",2,1,2,2,2,2,2,3, , , , , , , , , , , , , , , , ,1.98333333333333,1.01666666666667,1.15,.85,.850000000000001,.616666666666666,.683333333333334,1.1,.949999999999999,1.48333333333333, ,.549999999999999,.1, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,1,5622.9864,1.1148816830374,6319.07921701252,1277.95145454545,.143924179304652,2,1,3,1
598,09-OCT-18,2,2,2,32, ,19, ,1, ,1,"a, b",2,3,1,"e, f, d, c",2,2,3,3,"c, d, b, a",3,3,3,3,"d, c, e, b, a",2,3,3,3,3,0,"g, d, f, e, b, c, h, a",7,7,9,8,9,7,8,9,3, , ,0,"c, d, b, a",4,2,2,4,1,3,2,0,2, ,2,"e, b, f, d, c, a",2,1,2,1,2,2,3,2, , , , , , , , , , , , , , , , ,.916666666666667,.75,.383333333333333,.6,.45,.1,.333333333333333,.45,.266666666666667,3.9, ,.216666666666667,.100000000000001, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,5622.9864,2.70068857266259,15307.3328683999,24741.14016,2.78637211133805,2,1,1,3
1187,10-OCT-18,2,2,2,19, ,16, ,1, ,3,"a, b",3,3,3,"c, f, d, e",3,3,3,3,"a, d, b, c",3,2,2,3,"d, c, a, e, b",4,3,3,4,4,1,"e, b, d, f, c, a, h, g",7,7,7,3,8,3,2,8,1,0, , ,"a, d, b, c",5,5,5,4,1,2,3,0,1, ,2,"e, d, b, c, a, f",1,1,2,1,2,2,3,3, , , , , , , , , , , , , , , , ,2.73333333333333,1.05,.666666666666667,.716666666666667,.766666666666667,.1,.45,.75,.566666666666666,.933333333333334, ,.299999999999999,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,1,1,8138.5042,1.41287198771999,11590.5859822494,1849.66004545455,.208310576342931,5,2,1,1
1872,17-OCT-18,2,1,2,96,I think society them selves are the biggest problem,1, ,96, ,1,"b, a",1,1,1,"f, e, c, d",1,1,2,1,"d, c, a, b",3,4,4,5,"c, d, e, b, a",4,3,3,3,3,2,"h, a, c, e, b, f, d, g",8,8,3,1,7,3,1,8,1,0, , ,"d, c, a, b",4,4,2,4,2, , , , , , , , , , , , , , , ,1,2,2,2,3,2,3,2,3,3,3,2,3,4,4,4, ,4.61666666666667,.633333333333334,.716666666666667,1.03333333333333,.233333333333333,.55,1.2, , , , , ,.950000000000001,1.91666666666667,.866666666666667,.1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,2,9116.2241,1.41287198771999,12983.0220231998,16217.8493311705,1.8264705179317,3,1,2,3
885,10-OCT-18,2,1,1,1, ,13, ,3, ,2,"a, b",4,3,2,"c, d, f, e",2,2,2,2,"a, b, d, c",5,4,2,4,"b, d, c, a, e",2,1,1,1,2,0,"a, g, c, h, b, d, f, e",3,2,2,4,4,4,5,5,1,0, , ,"a, b, d, c",4,4,4,4,1,2,2,0,1, ,3,"e, b, c, d, f, a",2,2,2,1,1,2,3,2, , , , , , , , , , , , , , , , ,2.43333333333333,1.31666666666667,.766666666666666,4.55,1.68333333333333,.300000000000001,.983333333333333,.233333333333334,.133333333333333,1.16666666666667, ,.300000000000001,.1, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,1,4997.3515,1.1148816830374,5615.99437689487,5960.27818069515,.671252528828715,1,1,3,2
1372,11-OCT-18,1,2,3,1, ,11, ,95, ,1,"a, b",2,2,2,"c, d, f, e",3,2,1,1,"a, b, d, c",1,1,1,1,"e, c, a, d, b",1,2,1,1,3, ,"a, b, h, e, c, f, g, d",2,2,1,1,7,1,2,5,1, , , ,"a, b, d, c",2,5,5,5,1,2,1, , ,2,2,"c, e, f, a, d, b",2,1,2,1,2,2,1,3, , , , , , , , , , , , , , , , ,1.71666666666667,1.9,.966666666666667,1.3,1.1,.550000000000001,.766666666666667,1.36666666666667,1.16666666666667, ,1.51666666666667,1.2,.4, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,1,2,9116.2241,2.70068857266259,24816.897441123,37994.9822310446,4.27903314781463,2,1,2,2
538,09-OCT-18,2,2,4,32, ,27, ,3, ,1,"a, b",1,1,2,"e, d, c, f",2,1,2,1,"c, b, a, d",3,2,2,3,"e, a, b, d, c",2,2,1,1,1,0,"g, e, h, b, d, a, f, c",5,6,9,4,7,7,8,7,1,0, , ,"c, b, a, d",2,2,2,2,2, , , , , , , , , , , , , , , ,1,3,3,3,3,2,4,3,3,3,3,2,3,3,3,4,4.46666666666667,1.2,1.03333333333333,.383333333333334,1.21666666666667,.199999999999999,.450000000000001,.949999999999999, , , , , ,.699999999999999,1.4,.75,.1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,5453.4699,1.1148816830374,6128.57756612987,9221.0843972842,1.03848780754359,1,2,3,2
