srcid,IntDate,Mode,Q1_CF_Order,Q1,Q2,Q2_Oth,Q3,Q3_Oth,Q4,Q4_Oth,Q5i_DUM,Q5i_Order,Q5a,Q5b,Q5ii_DUM,Q5ii_Order,Q5c,Q5d,Q5e,Q5f,Q6_Order,Q6a,Q6b,Q6c,Q6d,Q7_Order,Q7a,Q7b,Q7c,Q7d,Q7e,Q8_CF_Order,Q8_Order,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9_DUM,Q9a_CLICK,Q9b_CLICK,Q9c_CLICK,Q10_Order,Q10a,Q10b,Q10c,Q10d,module,Q11_DUM,Q11,Q11_CLICK,Q11a,Q11b,Q12,Q13_Order,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,E_ORDER,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Sect_0_time,Sect_1_time,Sect_2_time,Sect_3_time,Sect_4_time,Sect_5_time,Sect_6_time,Sect_7_time,Sect_8_time,Sect_9_time,Sect_10_time,Sect_11_time,Sect_12_time,Sect_13_time,Sect_14_time,Sect_15_time,Sect_16_time,p_state,p_region,p_geography,p_seifa,p_gender,p_age,p_age_group,p_birthgroup,p_citizen,p_lote,p_atsi,p_house_str,p_schooling,p_education,p_phone,sDevType,fDevType,sOSName,fOSName,wt_agehedu12,wt_geography,wt_internet,wt_sex,wt_tel,wt_volunteer,wt_design,wt_propensit,wt_base,wt_wave,weight,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc
1936,15-OCT-18,1,1,1,17, ,1, ,1, ,1,"b, a",2,1,2,"f, c, d, e",1,1,1,1,"d, a, b, c",5,5,3,3,"d, a, b, c, e",3,3,3,3,2, ,"d, a, b, e, f, c, g, h",5,5,3,1,6,4,2,5,2, , , ,"d, a, b, c",4,4,4,5,2, , , , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,3,3,2,2,3,4,3,1,1.35,1.55,1.3,1.33333333333333,1.65,.600000000000001,.866666666666667,1.26666666666667, , , , , ,1.23333333333333,.133333333333333,2.03333333333333,.883333333333333,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,3,2,6197.6653,1.20561803337607,7531.74903794082,27269.72732,3.0711441427864,5,2,4,3
518,09-OCT-18,2,1,2,13, ,1, ,1, ,1,"b, a",1,1,1,"d, f, c, e",1,2,2,1,"b, d, a, c",3,4,3,3,"b, c, e, a, d",1,2,2,2,1,0,"f, e, g, d, b, h, a, c",7,7,8,1,5,1,4,8,1,0, , ,"b, d, a, c",4,4,2,2,2, , , , , , , , , , , , , , , ,1,2,1,2,2,1,2,2,3,3,3,3,2,3,3,3,.683333333333333,15,.649999999999999,.700000000000003,.766666666666666,.366666666666667,.549999999999997,6.73333333333333, , , , , ,.716666666666669,4.2,.933333333333337,.1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4695.4258,1.20561803337607,5706.14369121748,8541.92628378196,.962000337103121,5,1,2,2
2321,20-OCT-18,2,1,4,14, ,13, ,1, ,3,"b, a",1,1,3,"d, c, e, f",1,1,1,1,"b, a, c, d",4,4,3,3,"c, d, a, b, e",2,2,3,3,2,2,"b, e, a, f, d, g, h, c",9,8,8,3,4,7,3,8,1,1, , ,"b, a, c, d",1,2,2,2,2, , , , , , , , , , , , , , , ,2,2,2,3,3,1,1,2,3,3,3,1,3,4,4,3, , ,6.05,1.48333333333333,1.91666666666667,15,1.25,2.84999999999997, , , , , ,1.2833333333333,.116666666666674,1.35000000000002,1.60000000000002,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5453.4699,1.05256334585963,5786.00958874083,2945.50541603835,.331725785148474,5,2,4,2
741,10-OCT-18,2,1,2,1, ,5, ,3, ,1,"b, a",3,3,1,"f, e, d, c",1,1,1,1,"d, c, b, a",2,2,1,2,"d, a, e, c, b",1,1,1,2,1,0,"d, b, h, g, e, f, c, a",4,4,5,1,4,1,1,6,2, ,0, ,"d, c, b, a",1,1,2,1,2, , , , , , , , , , , , , , , ,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1.65,.983333333333334,.833333333333336,1.36666666666666,1.1,1.48333333333333,.583333333333336,.783333333333331, , , , , ,.616666666666667,.1,1.13333333333333,.350000000000001,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,7315.3544,1.20561803337607,8890.02725984511,13308.1046716871,1.49877214518624,5,1,3,2
2513,20-OCT-18,2,1,4,11, ,16, ,4, ,2,"b, a",1,2,3,"f, e, d, c",1,1,1,1,"d, c, b, a",3,1,1,1,"e, d, c, b, a",1,1,1,2,1,1,"d, b, f, c, g, e, a, h",5,5,5,1,5,1,1,8,3, , ,0,"d, c, b, a",2,5,4,1,2, , , , , , , , , , , , , , , ,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.13333333333333,1.73333333333333,1.18333333333333,.833333333333333,1.46666666666667,.866666666666667,.833333333333334,1.01666666666667, , , , , ,.866666666666667,1.23333333333333,1.21666666666667,.683333333333334,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,2,5453.4699,1.05256334585963,5786.00958874083,8959.89927765994,1.00907287644053,5,2,3,3
503,09-OCT-18,2,1,4,13, ,30, ,-98, ,2,"b, a",2,2,3,"f, e, c, d",2,1,1,1,"d, c, a, b",1,1,1,1,"e, d, b, a, c",1,1,1,1,1,0,"d, a, e, b, h, c, f, g",2,1,1,1,1,1,1,1,3, , ,0,"d, c, a, b",1,4,1,1,1,1,1,0, ,2,2,"d, b, a, f, e, c",2,2,1,1,1,1,4,1, , , , , , , , , , , , , , , , ,2.48333333333333,1.35,.933333333333334,.699999999999999,.816666666666667,.449999999999999,.783333333333334,.683333333333333,.25, ,1.48333333333333,.466666666666667,.116666666666665, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,6108.623,1.05256334585963,6481.11237434404,3299.36397577557,.371577692369958,5,2,4,2
1361,11-OCT-18,2,2,2,35, ,1, ,3, ,1,"b, a",1,1,1,"f, c, e, d",1,1,1,1,"d, a, c, b",4,4,3,3,"c, a, b, e, d",3,3,4,3,3,1,"d, h, e, b, c, f, g, a",8,8,8,6,8,7,8,8,3, , ,0,"d, a, c, b",2,2,2,2,2, , , , , , , , , , , , , , , ,1,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3, , , , , , , , , , , , , , , ,15,.283333333333335,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,8242.383,1.1148816830374,9262.74179036913,4715.41840580229,.531055167799415,5,2,4,3
702,09-OCT-18,2,1,4,36, ,11, ,11, ,3,"b, a",2,2,1,"f, d, e, c",1,1,2,1,"d, b, c, a",3,2,1,3,"c, d, a, e, b",2,2,2,2,2,0,"h, d, g, a, f, c, e, b",6,4,1,1,3,5,5,6,3, , ,0,"d, b, c, a",4,4,4,2,2, , , , , , , , , , , , , , , ,1,1,1,2,3,1,4,1,-98,2,4,2,2,3,4,3,1.73333333333333,1.91666666666667,.833333333333333,.850000000000001,1.28333333333333,.566666666666666,.850000000000001,.866666666666665, , , , , ,1.1,1.35,1.36666666666667,.333333333333332,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6530.7788,1.1148816830374,7339.25100476607,9286.67051016183,1.04587418160039,5,1,3,3
597,09-OCT-18,1,2,4,36, ,96,"I don't know really, I think its just all things in general, people are not doing everything like they used to",1, ,3,"b, a",1,1,1,"f, e, d, c",1,1,1,1,"d, c, b, a",5,5,1,1,"a, e, c, d, b",1,1,1,1,1, ,"d, e, f, c, a, g, b, h",3,4,1,4,4,4,3,5,2, , , ,"d, c, b, a",2,2,2,2,1,2,2, ,2, ,3,"d, e, f, c, a, b",1,-98,1,1,1,1,3,2, , , , , , , , , , , , , , , , ,1.51666666666667,2.21666666666667,2.83333333333333,1.11666666666667,3.48333333333333,.583333333333334,1.2,1.36666666666667,1.7,2.4, ,.916666666666668,.183333333333334, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,6108.623,1.20561803337607,7423.53986159807,3779.12904103435,.42560931699139,5,2,4,3
1412,11-OCT-18,1,2,2,16, ,13, ,1, ,1,"a, b",3,2,1,"e, f, c, d",1,2,1,1,"c, d, a, b",5,4,3,3,"d, a, c, b, e",1,1,2,2,1, ,"c, d, h, e, a, b, f, g",8,9,8,8,8,7,8,9,1, , , ,"c, d, a, b",2,4,4,4,1,1,2, ,2, ,3,"a, b, c, f, d, e",1,1,2,2,1,2,3,3, , , , , , , , , , , , , , , , ,1.9,1.85,1.75,1.3,1.81666666666667,.5,.916666666666666,1.18333333333333,1.2,1.93333333333333, ,.699999999999999,.4, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,3,2,4593.2348,1.41287198771999,6541.53165959664,20210.23312,2.2760967993,5,2,4,3
1231,11-OCT-18,2,1,2,-98, , , ,1, ,3,"b, a",2,2,2,"d, c, e, f",2,2,2,2,"b, a, c, d",3,2,3,3,"a, c, b, d, e",3,2,3,3,3,2,"b, d, e, c, g, h, a, f",8,7,7,3,7,7,5,8,3, , ,0,"b, a, c, d",5,5,5,1,1,2,3,0,2, ,1,"b, e, c, d, f, a",1,1,1,1,1,2,3,-98, , , , , , , , , , , , , , , , ,1.65,1.85,.883333333333334,1.03333333333333,1.48333333333333,.483333333333333,.566666666666666,1.06666666666667,.65,1.58333333333333, ,.85,.116666666666665, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,3530.6146,1.20561803337607,4290.60006142794,802.412409090909,.0903684932878409,5,2,4,1
1419,17-OCT-18,1,2,4,11, ,13, ,8, ,3,"a, b",2,1,2,"e, d, f, c",2,1,2,1,"c, b, d, a",5,4,3,3,"c, b, d, e, a",1,1,1,1,2, ,"g, b, h, f, c, a, d, e",5,5,2,1,1,3,2,5,1, , , ,"c, b, d, a",5,5,4,-98,1,1,2, ,2, ,2,"c, d, b, f, a, e",-98,-98,1,2,1,-98,4,2, , , , , , , , , , , , , , , , ,1.8,2.41666666666667,1.5,1.21666666666667,1.91666666666667,.5,.966666666666667,1.15,1.18333333333333,2.7, ,.783333333333333,.449999999999999, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,3,1,4997.3515,1.41287198771999,7117.06117252764,21988.3466,2.47634972941663,5,2,4,2
1832,14-OCT-18,2,2,2,16, ,19, ,1, ,2,"a, b",2,2,1,"e, f, c, d",2,2,2,2,"c, d, a, b",3,3,3,3,"e, d, a, b, c",3,1,3,3,3,1,"c, e, a, g, d, h, f, b",6,5,5,5,5,5,5,6,1,0, , ,"c, d, a, b",2,2,2,4,1,2,2,0,2, ,3,"e, a, c, f, b, d",1,1,2,1,1,2,3,2, , , , , , , , , , , , , , , , ,6.48333333333333,1.21666666666667,.583333333333332,.616666666666667,1.06666666666667,.4,.550000000000001,.216666666666667,.416666666666666,1.43333333333333, ,.316666666666666,.266666666666666, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,1,8242.383,1.20561803337607,10016.6041929676,4778.85001336628,.53819889929888,5,1,3,2
1359,15-OCT-18,2,2,2,16, ,32, ,1, ,3,"b, a",3,3,3,"d, c, f, e",3,3,3,3,"b, a, d, c",5,1,2,3,"e, c, d, b, a",3,2,3,3,1,2,"f, b, h, c, e, d, a, g",8,8,9,4,8,8,3,9,3, , ,0,"b, a, d, c",2,5,4,1,2, , , , , , , , , , , , , , , ,2,2,2,2,2,2,3,2,1,1,3,1,3,2,2,4,4.8,3.18333333333333,1.3,2.01666666666667,2.48333333333333,.5,.75,1.93333333333333, , , , , ,.966666666666669,.116666666666667,1.73333333333333,1.63333333333333,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,3757.6405,1.1148816830374,4222.81440847065,854.009204545455,.0961793763336189,5,2,4,1
1683,13-OCT-18,1,2,4,1, ,1, ,3, ,3,"b, a",1,1,2,"f, e, c, d",1,1,1,1,"d, c, a, b",5,5,5,5,"a, d, e, b, c",1,1,1,1,1, ,"h, b, a, e, f, g, c, d",8,8,7,7,7,5,5,5,3, , , ,"d, c, a, b",1,1,1,2,2, , , , , , , , , , , , , , , ,2,4,4,4,2,4,4,4,2,1,4,2,4,4,1,4,.916666666666667,1.35,.916666666666667,1.15,1.56666666666667,.55,.866666666666666,1.18333333333333, , , , , ,1.3,.449999999999999,1.66666666666667,1.21666666666667,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,10276.6506,1.20561803337607,12488.7598027928,18695.299555023,2.10548345615237,5,1,3,3
453,09-OCT-18,2,1,5,11, ,20, ,3, ,3,"a, b",2,2,2,"c, d, e, f",1,1,1,1,"a, b, c, d",5,4,4,3,"b, d, e, c, a",2,1,2,3,1,0,"e, b, g, a, c, h, f, d",8,8,9,3,8,5,6,10,1,0, , ,"a, b, c, d",1,1,4,2,2, , , , , , , , , , , , , , , ,2,4,4,3,4,4,4,4,4,4,3,3,4,2,3,4,1.13333333333333,.85,.766666666666667,1.38333333333333,1.08333333333333,.95,6.13333333333333,.566666666666666, , , , , ,.816666666666666,.133333333333335,1.05,.166666666666666,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,13,13,-99,-99,1,-99,3,1,4997.3515,1.05256334585963,5302.07816812345,1135.76170454545,.127910626519454,5,1,3,1
729,09-OCT-18,2,2,2,1, ,4, ,3, ,1,"a, b",2,2,2,"e, d, c, f",1,1,2,2,"c, b, a, d",2,2,4,3,"e, d, a, c, b",2,1,3,2,1,0,"c, e, a, d, f, b, g, h",8,7,7,4,7,6,3,7,1,0, , ,"c, b, a, d",1,5,4,4,1,2,3,0,2, ,3,"e, f, c, d, a, b",2,1,2,2,2,2,3,2, , , , , , , , , , , , , , , , ,.933333333333333,1.25,.866666666666667,.733333333333333,1.2,.350000000000001,.7,.766666666666667,.183333333333333,1.16666666666667, ,.483333333333333,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5614.828,1.05256334585963,5957.2069238212,2389.35529450999,.269091598594322,5,1,3,1
1332,11-OCT-18,2,2,4,16, ,35, ,1, ,2,"a, b",2,2,1,"c, d, e, f",1,1,2,1,"a, b, c, d",5,3,4,4,"c, e, d, b, a",1,2,2,1,1,2,"e, d, f, a, c, g, h, b",8,9,8,3,9,7,5,9,2, ,0, ,"a, b, c, d",4,4,4,2,2, , , , , , , , , , , , , , , ,2,1,1,1,3,1,1,1,2,3,3,1,3,3,3,4,3.8,1.35,1.16666666666667,2.06666666666667,2.01666666666667,.816666666666666,.65,1.93333333333333, , , , , ,.75,.183333333333334,1.48333333333333,.683333333333335,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,1,4997.3515,1.1148816830374,5615.99437689487,1135.76170454545,.127910626519454,5,1,4,1
567,09-OCT-18,2,1,2,11, ,36, ,1, ,1,"a, b",1,1,1,"e, d, f, c",1,1,1,1,"c, b, d, a",3,3,4,4,"a, d, b, c, e",3,2,3,3,2,0,"c, b, g, e, d, h, f, a",8,8,4,2,8,3,2,9,1,0, , ,"c, b, d, a",4,4,4,2,2, , , , , , , , , , , , , , , ,1,3,3,3,3,2,2,3,3,3,3,2,3,3,4,3,1.23333333333333,1.85,1.33333333333333,1.85,2.66666666666667,1.13333333333333,1.41666666666667,.9, , , , , ,1.35,.883333333333335,1.85,.466666666666665,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,2,2,6108.623,1.1148816830374,6864.83478670065,4964.66946509878,.559126073014529,5,2,4,1
1800,13-OCT-18,2,1,2,4, ,1, ,1, ,1,"a, b",2,2,2,"e, d, f, c",2,2,2,2,"c, b, d, a",4,4,4,3,"e, a, d, c, b",3,3,4,4,3,2,"c, b, d, h, a, g, e, f",8,8,6,5,5,6,5,9,1,0, , ,"c, b, d, a",4,4,4,4,1,1,2,0,2, ,3,"c, d, e, b, a, f",1,1,2,2,2,2,2,3, , , , , , , , , , , , , , , , ,8.7,.933333333333334,.800000000000001,.866666666666665,1.2,.783333333333333,.75,.5,.916666666666666,1.5, ,.399999999999999,.100000000000001, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,4997.3515,1.1148816830374,5615.99437689487,13415.0239878992,1.51081350621205,5,1,2,3
375,09-OCT-18,2,1,2,1, ,30, ,1, ,1,"a, b",1,1,1,"c, e, d, f",1,1,1,1,"a, c, b, d",5,5,3,5,"b, e, d, c, a",1,2,1,1,2,0,"e, a, b, g, f, c, h, d",8,7,2,1,7,5,5,7,1,0, , ,"a, c, b, d",4,4,4,2,1,1,2,0,1, ,2,"a, b, d, f, e, c",1,2,2,2,1,2,3,3, , , , , , , , , , , , , , , , ,.716666666666667,.916666666666667,.833333333333333,.8,.866666666666667,.283333333333333,.633333333333334,.35,.183333333333334,1.1, ,.383333333333334,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,3530.6146,1.1148816830374,3967.68403034746,2019.84366276528,.227476826645652,5,2,4,2
1342,11-OCT-18,2,1,2,30, ,20, ,3, ,1,"b, a",2,2,3,"d, c, e, f",2,2,2,3,"b, a, c, d",3,3,4,4,"c, b, d, a, e",3,3,3,4,2,2,"b, d, e, h, c, g, a, f",7,8,5,2,7,4,2,8,3, , ,0,"b, a, c, d",4,4,4,2,2, , , , , , , , , , , , , , , ,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,1.58333333333333,2.01666666666667,1.3,1.45,1.41666666666667,.566666666666666,.716666666666667,1.71666666666667, , , , , ,.85,.216666666666667,1.11666666666667,.65,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4997.3515,1.41287198771999,7117.06117252764,1135.76170454545,.127910626519454,5,2,4,3
600,09-OCT-18,2,1,4,16, ,37, ,15, ,3,"b, a",4,4,3,"f, d, c, e",2,4,4,2,"d, b, a, c",1,1,1,1,"e, a, b, d, c",1,1,1,1,1,0,"h, a, e, f, b, c, g, d",1,5,6,1,1,8,6,10,3, , ,1,"d, b, a, c",2,4,5,1,2, , , , , , , , , , , , , , , ,2,4,4,4,4,4,4,4,1,1,1,1,4,1,2,4,4.41666666666667,1.68333333333333,.6,.5,.983333333333334,2.05,.6,.583333333333334, , , , , ,.466666666666667,.15,1.18333333333333,.316666666666666,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,2,1,4997.3515,1.41287198771999,7117.06117252764,4861.00545847635,.547451328231777,5,1,4,2
442,09-OCT-18,2,2,4,30, ,1, ,3, ,1,"b, a",2,2,1,"d, c, e, f",2,2,2,2,"b, a, c, d",3,3,3,2,"c, a, e, b, d",3,3,3,3,3,0,"b, f, c, h, g, a, e, d",6,5,7,2,6,4,3,4,3, , ,0,"b, a, c, d",4,4,4,2,1,1,2,0,2, ,2,"b, e, a, f, d, c",1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , , ,.933333333333333,1.11666666666667,.566666666666667,.433333333333333,.983333333333334,.199999999999999,.550000000000001,.25,.183333333333333,.866666666666667, ,.366666666666666,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,5453.4699,1.41287198771999,7766.6497705511,10228.0451580753,1.15189274211554,5,2,3,3
1101,10-OCT-18,2,2,2,30, ,17, ,1, ,1,"a, b",2,3,1,"e, c, d, f",2,2,2,1,"c, a, b, d",2,2,3,2,"d, c, b, e, a",1,2,2,2,1,2,"g, h, b, e, a, d, c, f",5,5,5,4,6,5,5,8,2, ,0, ,"c, a, b, d",4,4,4,1,1,3,3,0,2, ,2,"a, e, d, c, f, b",1,1,1,1,1,1,3,3, , , , , , , , , , , , , , , , ,1.56666666666667,1.25,.883333333333333,.916666666666667,2.66666666666667,.300000000000001,.783333333333332,.183333333333334,.233333333333334,.816666666666666, ,.266666666666666,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,1,5622.9864,1.20561803337607,6833.36714045438,3612.58453748629,.40685290734406,5,2,3,3
1145,13-OCT-18,1,1,2,1, ,1, ,4, ,1,"b, a",2,3,2,"f, d, e, c",2,2,2,1,"d, b, c, a",3,2,1,2,"c, d, e, a, b",1,1,1,1,1, ,"d, f, g, h, a, c, e, b",3,3,1,1,3,1,1,3,1, , , ,"d, b, c, a",4,4,4,4,2, , , , , , , , , , , , , , , ,2,3,3,3,3,3,3,3,2,3,2,2,4,3,4,1,.95,1.63333333333333,1.35,1.2,1.11666666666667,.466666666666667,.949999999999999,1.26666666666667, , , , , ,1.16666666666667,.116666666666667,1.85,.866666666666667,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,9870.6293,1.1148816830374,11092.5554556676,17177.3271527309,1.93452787608715,5,2,3,2
809,10-OCT-18,2,1,2,32, ,16, ,4, ,3,"b, a",2,2,3,"f, c, d, e",3,1,1,1,"d, a, b, c",5,1,3,5,"d, c, e, a, b",1,1,2,3,1,0,"d, h, f, g, b, a, e, c",8,8,5,2,8,5,3,9,2, ,0, ,"d, a, b, c",1,2,1,2,2, , , , , , , , , , , , , , , ,1,4,4,3,4,2,4,3,2,3,2,1,3,-98,3,3,1.93333333333333,1.18333333333333,.883333333333334,.933333333333333,1.31666666666667,.483333333333333,.7,.833333333333334, , , , , ,1.23333333333333,2.53333333333333,1.78333333333333,.416666666666668,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.05256334585963,6481.11237434404,8200.8307279285,.923585812227343,5,1,3,2
41,09-OCT-18,2,2,2,13, ,4, ,3, ,3,"b, a",2,2,2,"f, c, d, e",1,1,2,2,"d, a, b, c",4,4,4,4,"c, e, a, b, d",2,2,1,2,2,0,"h, b, d, a, e, c, g, f",3,6,3,3,5,5,2,5,1,0, , ,"d, a, b, c",2,4,4,2,2, , , , , , , , , , , , , , , ,1,3,3,3,3,2,3,3,3,2,3,2,3,3,2,3,.85,.8,.45,.416666666666667,.816666666666666,.333333333333333,.45,.399999999999999, , , , , ,.516666666666668,.133333333333333,1.03333333333333,.100000000000001,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,4593.2348,1.1148816830374,5161.8503938652,4557.6489348404,.513287011155629,5,1,2,1
588,09-OCT-18,1,1,1,36, ,13, ,1, ,1,"b, a",1,1,3,"f, d, e, c",1,1,1,1,"d, b, c, a",5,5,5,2,"c, e, d, a, b",2,1,4,2,1, ,"d, e, f, a, b, h, g, c",5,8,8,1,4,1,1,5,1, , , ,"d, b, c, a",5,5,5,1,2, , , , , , , , , , , , , , , ,1,1,1,1,4,1,3,3,2,3,2,1,2,1,4,3,1.5,2.5,1.35,1.71666666666667,1.4,.5,1.01666666666667,1.15, , , , , ,1.5,1.13333333333333,2.85,.333333333333332,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,3,2,6197.6653,1.41287198771999,8826.50801468575,27269.72732,3.0711441427864,5,2,4,3
1701,13-OCT-18,2,1,2,8, ,13, ,4, ,2,"b, a",2,2,1,"f, e, c, d",2,2,2,2,"d, c, a, b",2,2,2,2,"e, d, b, c, a",2,2,2,3,2,1,"d, c, e, a, f, g, b, h",3,3,7,3,5,2,1,8,1,0, , ,"d, c, a, b",5,5,5,4,1,3,2,0,1, ,2,"b, e, c, f, a, d",1,2,2,1,2,1,3,3, , , , , , , , , , , , , , , , ,.966666666666667,.9,1.56666666666667,.55,1.31666666666667,.35,.5,.783333333333333,1.65,3.95, ,.216666666666667,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,2,5453.4699,1.1148816830374,6128.57756612987,3582.17759426695,.403428446788504,5,2,2,1
1802,14-OCT-18,2,1,2,19, ,29, ,4, ,2,"b, a",1,2,3,"d, f, e, c",2,2,1,2,"b, d, c, a",3,2,3,2,"d, a, b, c, e",2,1,3,3,2,2,"f, h, b, a, d, e, c, g",6,5,8,1,8,5,1,9,3, , ,0,"b, d, c, a",2,2,4,4,2, , , , , , , , , , , , , , , ,2,2,3,3,4,2,3,3,3,3,2,2,3,3,3,3,1.63333333333333,1.48333333333333,.9,.75,1.55,.516666666666668,.783333333333333,1.05, , , , , ,.833333333333332,.233333333333334,1.18333333333333,.883333333333335,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,1,4997.3515,1.20561803337607,6073.06066566343,1135.76170454545,.127910626519454,5,1,4,1
686,09-OCT-18,2,2,4,19, ,29, ,3, ,1,"b, a",2,1,1,"f, e, d, c",1,2,2,2,"d, c, b, a",2,2,2,2,"b, c, a, e, d",2,2,3,3,2,0,"h, a, d, g, e, c, f, b",5,4,4,1,6,3,2,5,2, ,0, ,"d, c, b, a",2,2,4,4,2, , , , , , , , , , , , , , , ,1,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3.9,2.53333333333333,1,2.03333333333333,2.3,.933333333333334,1.56666666666667,1.26666666666667, , , , , ,1.81666666666667,1.3,1.3,.216666666666665,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.05256334585963,6481.11237434404,1388.32340909091,.156354379935281,5,1,4,1
