srcid,Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8a,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter
1418,"""2""","""4""","""1""","""100""","""2""","""1""","""5""","""1""","""1""",1,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",3,"""2""",8.816666666666668,14,35,5,17,37,-20,False,False
1427,"""1""","""2""","""13""","""1""","""3""","""1""","""1""","""2""","""1""",7,1,"""5""","""1""","""2""","""2""","""1""","""2""","""2""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",16.383333333333336,0,20,16,17,19,-2,False,False
1144,"""2""","""4""","""13""","""100""","""2""","""1""","""2""","""1""","""3""",3,1,"""2""","""2""","""3""","""1""","""1""","""4""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""1""",8.283333333333335,3,25,9,12,24,-12,False,False
1168,"""2""","""4""","""96""","""100""","""-99""","""2""","""-98""","""-99""","""-98""",,,"""3""","""-98""","""-98""","""-98""","""-99""","""-99""","""-99""","""NaN""","""NaN""","""0""","""1""",2,"""NaN""",11.683333333333332,4,4,1,0,8,-8,False,False
792,"""2""","""1""","""16""","""100""","""3""","""1""","""4""","""4""","""4""",8,2,"""5""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""2""","""1""",3,"""1""",9.116666666666672,6,26,22,16,38,-22,False,False
1380,"""2""","""2""","""29""","""3""","""1""","""1""","""4""","""2""","""3""",8,1,"""1""","""1""","""2""","""1""","""2""","""4""","""2""","""NaN""","""NaN""","""1""","""1""",2,"""2""",5.916666666666666,1,31,5,18,18,0,False,False
2297,"""2""","""2""","""16""","""1""","""4""","""2""","""2""","""2""","""1""",2,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",3,"""2""",12.399999999999993,12,34,8,8,46,-38,False,False
424,"""2""","""2""","""20""","""1""","""1""","""1""","""4""","""1""","""2""",10,7,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""4""","""0""","""1""",3,"""1""",7.483333333333336,4,34,16,36,18,18,True,False
1296,"""2""","""2""","""16""","""3""","""2""","""1""","""3""","""1""","""1""",5,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",4,"""3""",15.233333333333343,22,29,3,11,43,-32,False,False
1049,"""1""","""4""","""13""","""3""","""2""","""1""","""2""","""3""","""1""",5,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""-1""","""2""",3,"""2""",12.133333333333331,11,27,16,6,48,-42,False,False
953,"""2""","""5""","""13""","""1""","""4""","""1""","""2""","""3""","""3""",4,1,"""4""","""4""","""3""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",2,"""2""",9.0,5,13,19,13,23,-10,False,False
1377,"""2""","""2""","""1""","""3""","""2""","""2""","""3""","""3""","""3""",5,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",2,"""2""",8.583333333333332,4,43,7,0,54,-54,False,False
1744,"""2""","""2""","""1""","""100""","""1""","""1""","""5""","""2""","""1""",10,9,"""4""","""2""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""3""",13.933333333333334,1,30,6,21,15,6,True,False
1479,"""2""","""2""","""-98""","""4""","""2""","""4""","""2""","""1""","""3""",6,3,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",1,"""3""",14.016666666666655,4,41,9,16,38,-22,False,False
877,"""2""","""2""","""1""","""3""","""3""","""2""","""2""","""2""","""2""",3,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",2,"""3""",7.966666666666667,12,32,10,1,53,-52,False,False
627,"""2""","""4""","""16""","""-98""","""2""","""1""","""3""","""1""","""1""",6,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""-98""","""0""","""1""",3,"""1""",15.183333333333332,9,32,7,12,36,-24,False,True
2293,"""2""","""4""","""16""","""3""","""1""","""1""","""2""","""1""","""1""",2,1,"""2""","""2""","""3""","""2""","""1""","""4""","""1""","""NaN""","""NaN""","""2""","""2""",3,"""1""",14.766666666666664,1,24,12,21,15,6,True,False
526,"""2""","""5""","""11""","""4""","""2""","""4""","""2""","""3""","""2""",7,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""1""","""1""","""1""",4,"""1""",25.333333333333385,0,33,21,18,36,-18,False,False
883,"""2""","""5""","""13""","""3""","""1""","""1""","""3""","""1""","""1""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""2""","""2""",3,"""2""",10.799999999999988,9,44,1,24,30,-6,False,False
1046,"""1""","""5""","""20""","""-98""","""1""","""1""","""3""","""1""","""1""",1,2,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""-1""","""2""",2,"""1""",12.566666666666666,9,39,6,18,36,-18,False,True
783,"""2""","""4""","""13""","""3""","""2""","""2""","""4""","""2""","""1""",6,2,"""2""","""4""","""2""","""1""","""2""","""2""","""2""","""NaN""","""NaN""","""1""","""1""",2,"""2""",7.930000000000002,4,29,4,9,27,-18,False,False
1947,"""2""","""2""","""11""","""3""","""1""","""1""","""4""","""4""","""4""",9,5,"""1""","""4""","""2""","""1""","""4""","""1""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""1""",15.616666666666667,3,27,7,19,17,2,True,False
305,"""2""","""4""","""11""","""100""","""2""","""2""","""2""","""2""","""2""",4,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",3,"""1""",28.983333333333327,14,33,7,5,49,-44,False,False
1472,"""2""","""2""","""37""","""3""","""2""","""2""","""4""","""1""","""2""",8,5,"""5""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",1,"""3""",17.45,4,38,12,5,49,-44,False,False
1209,"""2""","""2""","""32""","""1""","""2""","""1""","""4""","""1""","""3""",6,7,"""2""","""2""","""3""","""2""","""2""","""2""","""2""","""NaN""","""NaN""","""1""","""1""",2,"""1""",23.650000000000013,2,26,9,8,28,-20,False,False
1298,"""2""","""2""","""20""","""3""","""3""","""3""","""3""","""2""","""2""",6,4,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""2""","""2""",4,"""1""",13.499999999999996,20,32,2,2,52,-50,False,False
625,"""2""","""5""","""11""","""3""","""3""","""1""","""1""","""2""","""2""",1,1,"""2""","""4""","""3""","""2""","""1""","""1""","""1""","""NaN""","""NaN""","""2""","""2""",3,"""1""",14.816666666666661,2,22,13,16,20,-4,False,False
2047,"""2""","""2""","""1""","""3""","""2""","""2""","""4""","""1""","""1""",7,6,"""1""","""1""","""2""","""1""","""2""","""4""","""3""","""NaN""","""NaN""","""1""","""2""",,"""2""",27.483333333333327,4,31,2,14,22,-8,False,False
394,"""2""","""4""","""16""","""3""","""2""","""2""","""3""","""3""","""2""",5,2,"""4""","""4""","""3""","""2""","""3""","""4""","""2""","""NaN""","""NaN""","""1""","""2""",3,"""2""",10.899999999999997,3,18,16,6,30,-24,False,False
2338,"""1""","""4""","""11""","""4""","""2""","""2""","""3""","""2""","""2""",5,5,"""4""","""4""","""2""","""1""","""3""","""3""","""3""","""NaN""","""NaN""","""-1""","""1""",3,"""3""",11.633333333333322,6,19,11,7,29,-22,False,False
500,"""2""","""2""","""20""","""3""","""3""","""3""","""2""","""1""","""1""",6,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""1""","""2""",2,"""3""",7.966666666666674,9,31,14,10,44,-34,False,False
1468,"""2""","""2""","""11""","""4""","""1""","""1""","""3""","""3""","""3""",8,3,"""4""","""4""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",1,"""3""",6.866666666666671,5,18,14,10,26,-16,False,False
867,"""2""","""2""","""19""","""100""","""2""","""1""","""4""","""3""","""4""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""0""","""2""",3,"""2""",14.833333333333327,3,42,9,17,37,-20,False,False
676,"""2""","""2""","""1""","""100""","""4""","""1""","""1""","""2""","""2""",6,4,"""4""","""4""","""2""","""2""","""1""","""3""","""1""","""NaN""","""NaN""","""0""","""2""",2,"""3""",6.533333333333331,1,21,15,10,26,-16,False,False
1671,"""1""","""2""","""1""","""100""","""3""","""1""","""5""","""3""","""3""",8,9,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""-1""","""1""",3,"""3""",13.583333333333337,3,42,9,7,47,-40,False,False
1516,"""2""","""4""","""11""","""3""","""2""","""2""","""3""","""2""","""2""",4,2,"""1""","""1""","""1""","""2""","""2""","""2""","""1""","""NaN""","""NaN""","""0""","""2""",4,"""3""",13.516666666666676,3,29,5,9,27,-18,False,False
2519,"""2""","""2""","""16""","""1""","""3""","""1""","""3""","""1""","""1""",7,3,"""1""","""2""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""1""",14.883333333333326,6,25,6,13,23,-10,False,False
2440,"""2""","""2""","""11""","""1""","""2""","""2""","""3""","""3""","""3""",5,5,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",1,"""3""",7.56666666666667,4,45,5,0,54,-54,False,False
1750,"""2""","""2""","""16""","""4""","""2""","""2""","""2""","""2""","""2""",6,4,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",1,"""3""",12.033333333333328,10,36,8,0,54,-54,False,False
1772,"""2""","""2""","""16""","""1""","""1""","""1""","""4""","""2""","""3""",7,4,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",2,"""1""",11.88333333333334,10,36,8,7,47,-40,False,False
704,"""2""","""5""","""1""","""-98""","""2""","""3""","""1""","""1""","""1""",5,5,"""5""","""4""","""1""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""2""","""2""",2,"""1""",14.466666666666677,3,19,15,19,17,2,True,True
1370,"""1""","""4""","""13""","""100""","""2""","""1""","""3""","""2""","""2""",5,3,"""3""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""4""","""-1""","""2""",3,"""1""",12.483333333333341,8,43,3,12,42,-30,False,False
1876,"""2""","""4""","""34""","""1""","""1""","""1""","""4""","""1""","""3""",6,1,"""2""","""1""","""3""","""2""","""3""","""2""","""2""","""NaN""","""NaN""","""0""","""2""",3,"""1""",17.26666666666666,3,27,7,14,22,-8,False,False
2125,"""2""","""2""","""11""","""1""","""1""","""1""","""2""","""2""","""3""",9,9,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""3""",13.116666666666665,5,39,10,7,47,-40,False,False
407,"""2""","""2""","""-98""","""3""","""4""","""1""","""2""","""1""","""1""",3,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""1""","""1""",2,"""3""",6.133333333333331,17,16,21,13,41,-28,False,False
7,"""1""","""5""","""16""","""3""","""1""","""4""","""1""","""1""","""1""",1,1,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""-1""","""2""",4,"""3""",15.116666666666665,0,20,34,26,28,-2,False,False
856,"""2""","""1""","""36""","""1""","""1""","""2""","""2""","""2""","""2""",8,9,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",2,"""1""",21.183333333333326,9,34,9,4,48,-44,False,False
122,"""2""","""2""","""-98""","""100""","""1""","""2""","""3""","""1""","""2""",2,3,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""1""",4,"""3""",33.69999999999999,18,35,1,7,47,-40,False,False
238,"""2""","""4""","""16""","""3""","""3""","""4""","""2""","""2""","""1""",2,1,"""4""","""2""","""2""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",4,"""3""",13.016666666666675,3,21,13,6,30,-24,False,False
1911,"""2""","""4""","""16""","""3""","""3""","""1""","""3""","""3""","""4""",8,1,"""2""","""4""","""1""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",4,"""3""",31.366666666666653,3,18,16,8,28,-20,False,False
761,"""2""","""5""","""20""","""3""","""1""","""4""","""1""","""2""","""1""",4,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""0""","""1""",3,"""1""",8.050000000000004,6,33,15,33,21,12,True,False
876,"""2""","""4""","""13""","""2""","""2""","""1""","""2""","""1""","""1""",5,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""2""",8.983333333333334,6,41,7,16,38,-22,False,False
934,"""2""","""4""","""16""","""3""","""1""","""2""","""2""","""2""","""2""",3,2,"""1""","""2""","""2""","""2""","""1""","""3""","""1""","""NaN""","""NaN""","""0""","""2""",3,"""1""",20.133333333333333,2,28,7,18,18,0,False,False
1247,"""2""","""2""","""-98""","""1""","""3""","""1""","""4""","""2""","""2""",3,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""1""",4,"""3""",8.833333333333341,23,20,11,4,50,-46,False,False
1140,"""2""","""4""","""11""","""2""","""2""","""1""","""2""","""1""","""2""",4,1,"""4""","""1""","""1""","""2""","""1""","""4""","""1""","""NaN""","""NaN""","""1""","""2""",3,"""2""",32.966666666666676,0,22,15,14,22,-8,False,False
955,"""2""","""2""","""17""","""2""","""1""","""1""","""3""","""1""","""3""",6,1,"""4""","""1""","""1""","""2""","""4""","""1""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""1""",20.10000000000002,3,25,9,26,10,16,True,False
119,"""2""","""2""","""20""","""100""","""1""","""1""","""4""","""2""","""2""",8,1,"""1""","""2""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""1""",22.383333333333333,3,32,2,8,28,-20,False,False
2235,"""2""","""2""","""11""","""4""","""2""","""3""","""2""","""1""","""2""",8,1,"""5""","""4""","""1""","""2""","""1""","""4""","""3""","""NaN""","""NaN""","""0""","""1""",1,"""3""",33.986666666666665,2,20,15,19,17,2,True,False
1755,"""2""","""2""","""16""","""4""","""2""","""1""","""3""","""3""","""2""",7,5,"""2""","""4""","""1""","""2""","""4""","""2""","""3""","""NaN""","""NaN""","""2""","""1""",3,"""2""",11.500000000000004,2,27,8,11,25,-14,False,False
2011,"""2""","""2""","""29""","""2""","""1""","""1""","""3""","""2""","""2""",9,4,"""5""","""1""","""2""","""2""","""2""","""4""","""3""","""NaN""","""NaN""","""0""","""2""",4,"""1""",16.416666666666664,5,23,9,16,20,-4,False,False
2267,"""2""","""2""","""17""","""3""","""3""","""2""","""4""","""2""","""2""",7,4,"""2""","""2""","""3""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""2""",7.916666666666665,4,28,5,10,26,-16,False,False
1047,"""1""","""2""","""13""","""1""","""2""","""1""","""2""","""1""","""1""",2,1,"""4""","""-99""","""2""","""1""","""4""","""3""","""1""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",13.733333333333318,1,22,11,21,13,8,True,False
767,"""2""","""2""","""-98""","""-98""","""2""","""2""","""3""","""1""","""1""",3,3,"""2""","""2""","""2""","""2""","""1""","""2""","""1""","""NaN""","""NaN""","""1""","""1""",1,"""1""",9.333333333333332,2,33,2,11,25,-14,False,True
2230,"""2""","""2""","""16""","""100""","""2""","""1""","""2""","""1""","""2""",6,5,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",3,"""3""",12.433333333333328,17,28,9,9,45,-36,False,False
844,"""2""","""4""","""30""","""1""","""2""","""2""","""4""","""2""","""2""",3,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",3,"""1""",8.08333333333333,18,29,7,0,54,-54,False,False
57,"""2""","""2""","""11""","""3""","""1""","""1""","""4""","""2""","""2""",8,2,"""2""","""2""","""3""","""1""","""1""","""2""","""1""","""NaN""","""NaN""","""0""","""2""",1,"""1""",5.146666666666669,1,34,2,15,21,-6,False,False
646,"""2""","""4""","""-98""","""100""","""3""","""1""","""2""","""1""","""2""",5,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""2""",3,"""3""",19.16666666666668,8,36,9,6,47,-41,False,False
1420,"""2""","""2""","""1""","""3""","""3""","""4""","""2""","""2""","""2""",7,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",2,"""2""",14.166666666666664,2,44,8,6,48,-42,False,False
1363,"""1""","""4""","""11""","""3""","""2""","""3""","""-98""","""-98""","""1""",3,,"""5""","""-98""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""-98""","""-1""","""1""",4,"""1""",24.6,10,21,14,10,35,-25,False,False
1311,"""2""","""2""","""29""","""1""","""1""","""2""","""4""","""2""","""2""",7,6,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""1""",16.23333333333333,13,35,6,5,49,-44,False,False
1551,"""1""","""2""","""13""","""3""","""1""","""1""","""-98""","""1""","""1""",7,6,"""2""","""1""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",3,"""3""",12.18333333333334,1,31,2,21,13,8,True,False
363,"""2""","""4""","""11""","""4""","""2""","""3""","""3""","""1""","""4""",5,2,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",,"""1""",9.216666666666663,11,26,17,17,37,-20,False,False
457,"""2""","""2""","""13""","""4""","""2""","""2""","""3""","""1""","""2""",7,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""4""","""1""","""1""",2,"""1""",5.4833333333333325,1,49,4,38,16,22,True,False
1364,"""2""","""2""","""30""","""1""","""3""","""3""","""3""","""3""","""3""",5,5,"""5""","""5""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",1,"""1""",3.15,7,10,20,14,22,-8,False,False
1565,"""1""","""2""","""1""","""1""","""2""","""1""","""3""","""1""","""3""",6,3,"""1""","""4""","""1""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""-1""","""1""",3,"""3""",11.799999999999994,2,28,6,19,17,2,True,False
978,"""2""","""1""","""6""","""4""","""1""","""1""","""4""","""2""","""3""",6,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",2,"""1""",15.649999999999972,9,38,7,13,41,-28,False,False
554,"""2""","""4""","""20""","""4""","""2""","""3""","""2""","""1""","""1""",4,6,"""2""","""5""","""1""","""2""","""3""","""1""","""1""","""NaN""","""NaN""","""1""","""2""",2,"""1""",5.416666666666664,0,24,13,14,22,-8,False,False
1463,"""2""","""4""","""16""","""1""","""1""","""1""","""2""","""2""","""2""",5,3,"""4""","""4""","""2""","""1""","""2""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",2,"""3""",16.816666666666666,2,20,15,9,27,-18,False,False
431,"""2""","""2""","""4""","""3""","""2""","""1""","""4""","""3""","""3""",9,6,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""4""","""1""","""1""",3,"""1""",12.633333333333338,0,44,10,32,22,10,True,False
629,"""2""","""2""","""11""","""4""","""1""","""2""","""2""","""1""","""1""",7,1,"""2""","""1""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",9.599999999999998,3,32,2,16,20,-4,False,False
2162,"""2""","""2""","""1""","""1""","""4""","""4""","""3""","""1""","""1""",7,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",2,"""2""",4.616666666666667,8,36,10,5,49,-44,False,False
834,"""2""","""2""","""1""","""1""","""1""","""1""","""2""","""1""","""4""",4,2,"""2""","""2""","""3""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""1""",26.08333333333333,4,24,9,8,28,-20,False,False
1766,"""2""","""2""","""5""","""3""","""2""","""2""","""3""","""1""","""1""",6,6,"""2""","""2""","""1""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""3""",15.49999999999999,5,27,5,12,24,-12,False,False
1350,"""1""","""3""","""36""","""1""","""2""","""1""","""4""","""3""","""3""",6,5,"""4""","""4""","""2""","""1""","""3""","""3""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",12.933333333333325,5,16,15,8,28,-20,False,False
1900,"""2""","""5""","""1""","""3""","""1""","""1""","""2""","""2""","""1""",5,1,"""4""","""2""","""3""","""2""","""1""","""4""","""2""","""NaN""","""NaN""","""0""","""1""",3,"""2""",16.083333333333325,1,22,14,14,22,-8,False,False
1484,"""2""","""4""","""11""","""4""","""2""","""2""","""1""","""1""","""1""",3,1,"""2""","""1""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",4,"""2""",12.783333333333333,1,31,5,16,20,-4,False,False
8,"""1""","""1""","""1""","""1""","""1""","""1""","""4""","""1""","""2""",6,4,"""5""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""3""","""-1""","""2""",4,"""NaN""",18.999999999999982,0,34,14,21,27,-6,False,False
642,"""2""","""4""","""19""","""1""","""3""","""1""","""2""","""2""","""2""",1,1,"""2""","""1""","""3""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",4,"""3""",13.800000000000002,4,22,10,11,24,-13,False,False
218,"""2""","""2""","""16""","""1""","""3""","""1""","""2""","""3""","""3""",6,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""2""",10.283333333333339,12,29,13,2,52,-50,False,False
