srcid,Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8a,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter
1854,"""2""","""2""","""4""","""3""","""2""","""1""","""4""","""1""","""3""",5,1,"""1""","""2""","""2""","""1""","""2""","""3""","""1""","""NaN""","""NaN""","""2""","""2""",4,"""1""",5.016666666666667,4,27,6,15,21,-6,False,False
812,"""2""","""2""","""36""","""1""","""1""","""1""","""3""","""1""","""1""",7,1,"""4""","""1""","""2""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""2""","""2""",4,"""3""",11.049999999999995,4,27,6,16,20,-4,False,False
703,"""2""","""2""","""18""","""1""","""2""","""1""","""4""","""3""","""4""",8,5,"""2""","""2""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""3""",16.35,2,27,8,9,27,-18,False,False
325,"""2""","""4""","""1""","""3""","""2""","""1""","""4""","""2""","""2""",8,1,"""2""","""2""","""3""","""2""","""1""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""2""",10.783333333333335,3,29,5,7,29,-22,False,False
966,"""2""","""4""","""1""","""3""","""3""","""1""","""4""","""2""","""2""",5,2,"""4""","""3""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""2""","""2""",4,"""3""",19.733333333333334,7,17,8,7,24,-17,False,False
1720,"""2""","""5""","""16""","""4""","""1""","""2""","""2""","""1""","""2""",6,5,"""1""","""2""","""1""","""2""","""1""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",2,"""1""",9.76666666666667,1,30,6,13,23,-10,False,False
683,"""2""","""5""","""16""","""4""","""1""","""1""","""2""","""2""","""2""",3,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",1,"""3""",8.583333333333329,10,34,10,14,40,-26,False,False
2170,"""2""","""4""","""1""","""100""","""2""","""2""","""2""","""1""","""1""",5,2,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",4,"""1""",15.216666666666672,12,37,5,14,40,-26,False,False
956,"""2""","""2""","""16""","""2""","""2""","""1""","""3""","""1""","""1""",5,5,"""4""","""1""","""3""","""2""","""1""","""4""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""3""",6.550000000000004,4,24,9,20,16,4,True,False
2142,"""2""","""2""","""34""","""1""","""1""","""1""","""4""","""2""","""3""",8,1,"""2""","""2""","""1""","""2""","""1""","""3""","""1""","""NaN""","""NaN""","""2""","""2""",2,"""1""",6.1,1,31,5,14,22,-8,False,False
2007,"""2""","""4""","""29""","""1""","""2""","""1""","""3""","""2""","""3""",5,2,"""2""","""2""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""1""",9.03333333333334,7,20,10,4,32,-28,False,False
13,"""1""","""2""","""11""","""3""","""4""","""4""","""1""","""1""","""1""",3,2,"""2""","""5""","""3""","""1""","""4""","""2""","""3""","""NaN""","""NaN""","""-1""","""1""",4,"""2""",12.566666666666674,2,20,14,20,16,4,True,False
2498,"""2""","""4""","""16""","""1""","""2""","""2""","""3""","""4""","""4""",5,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",2,"""2""",6.6,20,20,14,5,49,-44,False,False
831,"""2""","""2""","""20""","""-98""","""2""","""2""","""2""","""2""","""1""",3,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""2""",3,"""2""",10.683333333333328,6,40,8,15,39,-24,False,True
926,"""2""","""4""","""16""","""4""","""1""","""2""","""3""","""1""","""4""",7,5,"""1""","""1""","""1""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",2,"""1""",14.23333333333333,3,26,8,17,19,-2,False,False
2040,"""1""","""1""","""1""","""1""","""1""","""1""","""4""","""1""","""2""",8,3,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""4""","""-1""","""1""",2,"""1""",12.783333333333337,4,48,2,27,27,0,False,False
1225,"""2""","""2""","""17""","""-98""","""1""","""1""","""4""","""2""","""3""",8,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""4""","""2""","""2""",3,"""2""",16.299999999999994,4,35,15,30,24,6,True,True
2332,"""2""","""2""","""1""","""4""","""3""","""3""","""4""","""1""","""2""",6,3,"""2""","""1""","""3""","""1""","""3""","""4""","""-98""","""NaN""","""NaN""","""0""","""1""",,"""2""",59.14999999999996,4,19,13,8,27,-19,False,False
1768,"""2""","""4""","""16""","""4""","""3""","""1""","""4""","""3""","""4""",9,2,"""5""","""5""","""2""","""2""","""1""","""4""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""1""",32.75000000000001,1,18,18,16,20,-4,False,False
939,"""2""","""2""","""11""","""3""","""1""","""2""","""2""","""3""","""4""",8,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""0""","""1""",2,"""1""",22.116666666666667,11,29,14,25,29,-4,False,False
1699,"""2""","""2""","""1""","""1""","""2""","""1""","""3""","""2""","""1""",8,6,"""4""","""2""","""1""","""2""","""2""","""3""","""1""","""NaN""","""NaN""","""1""","""1""",1,"""1""",4.433333333333333,5,27,5,11,25,-14,False,False
226,"""2""","""4""","""20""","""3""","""1""","""2""","""2""","""3""","""1""",1,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",4,"""1""",10.383333333333338,1,44,9,12,42,-30,False,False
612,"""2""","""2""","""11""","""3""","""2""","""1""","""4""","""2""","""4""",5,2,"""5""","""2""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""3""",9.600000000000009,4,22,11,11,25,-14,False,False
381,"""2""","""2""","""20""","""3""","""1""","""1""","""3""","""2""","""4""",9,2,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",4,"""NaN""",10.466666666666663,5,41,8,21,33,-12,False,False
1004,"""2""","""2""","""34""","""-98""","""2""","""3""","""3""","""3""","""3""",8,6,"""2""","""2""","""2""","""1""","""3""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",2,"""1""",11.833333333333329,3,23,11,6,30,-24,False,True
1433,"""2""","""2""","""-98""","""-98""","""2""","""1""","""3""","""3""","""4""",8,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""1""",12.58333333333334,11,36,5,7,45,-38,False,True
699,"""2""","""4""","""96""","""100""","""4""","""3""","""2""","""3""","""1""",3,1,"""1""","""2""","""1""","""2""","""2""","""2""","""-98""","""NaN""","""NaN""","""0""","""1""",3,"""3""",34.900000000000006,1,20,12,14,18,-4,False,False
968,"""2""","""2""","""36""","""3""","""1""","""1""","""4""","""1""","""1""",8,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""2""","""1""",3,"""3""",9.116666666666665,7,34,13,12,42,-30,False,False
1104,"""1""","""1""","""17""","""1""","""1""","""1""","""5""","""4""","""4""",10,5,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""-1""","""2""",4,"""2""",14.999999999999998,0,28,26,33,21,12,True,False
414,"""2""","""2""","""1""","""3""","""1""","""1""","""3""","""2""","""2""",7,5,"""4""","""2""","""3""","""2""","""3""","""3""","""1""","""NaN""","""NaN""","""2""","""1""",1,"""1""",5.866666666666666,5,23,9,8,28,-20,False,False
1198,"""2""","""2""","""4""","""3""","""2""","""2""","""3""","""2""","""4""",7,2,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""2""","""2""",3,"""2""",8.533333333333335,11,35,8,3,51,-48,False,False
668,"""2""","""2""","""-98""","""1""","""1""","""2""","""3""","""2""","""3""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""1""","""1""",2,"""2""",19.850000000000005,14,13,7,8,26,-18,False,False
2184,"""2""","""2""","""16""","""100""","""3""","""2""","""3""","""1""","""3""",4,1,"""2""","""2""","""1""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""2""",7.836666666666666,4,28,5,7,29,-22,False,False
1925,"""2""","""2""","""1""","""3""","""2""","""1""","""4""","""3""","""3""",7,2,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",4,"""2""",27.11666666666667,8,39,7,8,46,-38,False,False
661,"""2""","""2""","""32""","""3""","""4""","""2""","""4""","""2""","""2""",5,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""1""","""2""",4,"""1""",18.366666666666667,12,15,27,7,47,-40,False,False
1255,"""2""","""2""","""1""","""3""","""3""","""2""","""2""","""2""","""2""",5,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""1""",1,"""1""",9.23333333333333,10,26,18,15,39,-24,False,False
893,"""2""","""2""","""5""","""1""","""2""","""1""","""4""","""2""","""1""",7,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",4,"""1""",18.66666666666667,4,46,4,12,42,-30,False,False
1607,"""1""","""4""","""16""","""3""","""1""","""1""","""2""","""1""","""2""",6,1,"""2""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""-1""","""2""",4,"""3""",12.066666666666658,14,21,19,13,41,-28,False,False
28,"""1""","""4""","""-98""","""100""","""2""","""2""","""1""","""1""","""2""",,,"""5""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""-1""","""2""",4,"""3""",19.083333333333332,12,22,20,20,34,-14,False,False
981,"""2""","""2""","""13""","""3""","""2""","""2""","""2""","""2""","""2""",4,5,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",1,"""1""",3.3333333333333335,12,28,14,8,46,-38,False,False
328,"""1""","""2""","""17""","""3""","""2""","""4""","""1""","""2""","""2""",,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""-1""","""2""",3,"""3""",17.900000000000002,0,26,21,21,26,-5,False,False
2543,"""2""","""2""","""6""","""1""","""2""","""2""","""3""","""2""","""3""",7,4,"""2""","""2""","""3""","""1""","""3""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",1,"""3""",52.47000000000007,3,28,6,5,31,-26,False,False
1892,"""2""","""2""","""16""","""4""","""2""","""2""","""2""","""2""","""2""",3,2,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",3,"""2""",14.583333333333341,12,32,10,2,52,-50,False,False
290,"""2""","""5""","""13""","""100""","""2""","""1""","""1""","""2""","""1""",1,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""0""","""1""",3,"""2""",10.26666666666667,3,24,27,15,39,-24,False,False
2013,"""2""","""2""","""16""","""3""","""2""","""1""","""2""","""2""","""2""",1,1,"""1""","""1""","""2""","""1""","""3""","""3""","""2""","""NaN""","""NaN""","""1""","""1""",3,"""1""",9.100000000000007,1,30,6,16,20,-4,False,False
838,"""2""","""2""","""11""","""4""","""3""","""1""","""4""","""3""","""4""",8,1,"""2""","""4""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",4,"""3""",10.083333333333329,3,24,10,12,24,-12,False,False
1919,"""2""","""2""","""-98""","""1""","""2""","""1""","""3""","""2""","""2""",8,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""-98""","""0""","""1""",3,"""3""",14.533333333333339,7,41,4,3,49,-46,False,False
745,"""2""","""2""","""-98""","""1""","""2""","""1""","""3""","""2""","""2""",5,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""1""","""2""",3,"""1""",16.13333333333333,4,19,11,3,31,-28,False,False
1466,"""2""","""2""","""1""","""1""","""1""","""1""","""3""","""1""","""1""",5,1,"""1""","""1""","""2""","""1""","""2""","""3""","""1""","""NaN""","""NaN""","""0""","""2""",4,"""NaN""",22.08333333333334,4,26,7,20,16,4,True,False
426,"""2""","""4""","""36""","""1""","""2""","""1""","""2""","""2""","""2""",5,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",2,"""3""",9.266666666666671,5,45,4,3,51,-48,False,False
1534,"""2""","""5""","""35""","""3""","""4""","""2""","""2""","""1""","""1""",3,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""2""","""0""","""2""",4,"""1""",18.049999999999997,8,22,18,18,30,-12,False,False
2270,"""2""","""4""","""13""","""3""","""2""","""1""","""2""","""2""","""3""",6,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""2""",18.933333333333355,12,31,11,3,51,-48,False,False
1871,"""2""","""2""","""29""","""4""","""2""","""1""","""4""","""3""","""3""",8,2,"""1""","""2""","""2""","""2""","""1""","""4""","""1""","""NaN""","""NaN""","""0""","""1""",4,"""2""",25.73333333333334,3,25,8,12,23,-11,False,False
622,"""2""","""1""","""11""","""4""","""2""","""3""","""5""","""1""","""1""",8,6,"""2""","""2""","""2""","""1""","""2""","""3""","""2""","""NaN""","""NaN""","""2""","""2""",3,"""1""",10.06666666666667,4,24,9,9,27,-18,False,False
49,"""2""","""4""","""4""","""1""","""1""","""1""","""4""","""2""","""4""",7,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""1""",3,"""2""",14.68333333333332,14,33,7,7,47,-40,False,False
1822,"""2""","""2""","""100""","""100""","""2""","""3""","""3""","""2""","""1""",5,5,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""-98""","""1""","""2""",2,"""3""",5.899999999999997,3,20,28,13,38,-25,False,False
1022,"""1""","""4""","""1""","""3""","""2""","""2""","""2""","""2""","""3""",8,2,"""2""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""-1""","""2""",4,"""3""",12.583333333333334,18,18,18,6,48,-42,False,False
1572,"""2""","""2""","""6""","""3""","""1""","""2""","""4""","""3""","""4""",7,4,"""2""","""4""","""2""","""2""","""4""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""1""",6.133333333333331,2,26,9,11,25,-14,False,False
259,"""2""","""4""","""11""","""4""","""2""","""2""","""3""","""3""","""2""",7,1,"""2""","""4""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",5.050000000000001,6,26,5,6,30,-24,False,False
34,"""2""","""2""","""14""","""3""","""2""","""3""","""1""","""3""","""1""",3,1,"""4""","""2""","""3""","""2""","""1""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",3,"""1""",8.18333333333333,2,19,16,13,23,-10,False,False
1081,"""2""","""4""","""16""","""4""","""1""","""4""","""1""","""1""","""1""",8,3,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""0""","""1""",4,"""1""",16.933333333333334,2,27,25,29,25,4,True,False
1154,"""2""","""4""","""35""","""4""","""1""","""2""","""2""","""3""","""1""",7,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""1""",14.850000000000003,8,30,16,9,45,-36,False,False
1341,"""2""","""4""","""20""","""3""","""3""","""2""","""1""","""1""","""1""",4,1,"""4""","""2""","""1""","""2""","""1""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""1""",14.23333333333333,3,23,11,10,26,-16,False,False
1697,"""2""","""2""","""34""","""4""","""1""","""1""","""1""","""2""","""1""",7,3,"""1""","""1""","""2""","""1""","""4""","""1""","""1""","""NaN""","""NaN""","""0""","""2""",1,"""1""",7.683333333333341,0,31,6,26,10,16,True,False
1762,"""2""","""5""","""1""","""3""","""1""","""4""","""1""","""1""","""1""",2,2,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""0""","""1""",3,"""1""",22.300000000000004,8,31,15,26,28,-2,False,False
1802,"""2""","""2""","""19""","""4""","""1""","""2""","""3""","""2""","""3""",6,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",4,"""1""",11.799999999999992,10,36,8,5,49,-44,False,False
574,"""2""","""4""","""19""","""3""","""1""","""1""","""2""","""2""","""2""",4,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",3,"""1""",11.883333333333345,10,34,10,6,48,-42,False,False
1964,"""2""","""2""","""19""","""1""","""4""","""1""","""2""","""1""","""1""",6,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""0""","""1""",4,"""1""",31.566666666666663,8,30,16,13,41,-28,False,False
2045,"""2""","""2""","""4""","""1""","""2""","""1""","""4""","""2""","""3""",8,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""4""","""1""","""1""",2,"""2""",10.483333333333333,10,36,8,4,50,-46,False,False
732,"""2""","""4""","""19""","""100""","""2""","""1""","""3""","""2""","""4""",9,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""1""",11.21666666666668,7,38,9,16,38,-22,False,False
1597,"""2""","""1""","""-98""","""100""","""2""","""2""","""3""","""1""","""1""",3,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""4""","""1""","""2""",2,"""2""",12.666666666666668,14,35,5,10,44,-34,False,False
2438,"""2""","""2""","""16""","""3""","""1""","""2""","""1""","""1""","""1""",6,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""-98""","""1""","""2""",1,"""1""",11.216666666666669,4,30,12,11,35,-24,False,False
782,"""2""","""4""","""16""","""4""","""2""","""1""","""2""","""2""","""1""",4,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""1""",2,"""2""",8.900000000000011,9,28,17,12,42,-30,False,False
370,"""2""","""2""","""4""","""3""","""2""","""2""","""2""","""3""","""2""",7,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""2""","""2""",4,"""2""",18.083333333333336,17,29,8,3,51,-48,False,False
281,"""2""","""4""","""16""","""100""","""2""","""2""","""2""","""2""","""2""",5,3,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""4""","""0""","""2""",3,"""1""",6.566666666666666,0,49,5,30,24,6,True,False
2397,"""1""","""4""","""13""","""3""","""3""","""1""","""2""","""1""","""2""",1,1,"""5""","""4""","""1""","""-98""","""2""","""1""","""3""","""NaN""","""NaN""","""-1""","""1""",3,"""3""",16.200000000000024,2,20,13,16,19,-3,False,False
2310,"""2""","""4""","""16""","""100""","""1""","""1""","""4""","""3""","""3""",5,2,"""4""","""4""","""1""","""2""","""1""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""3""",13.40000000000001,2,20,15,12,24,-12,False,False
47,"""2""","""2""","""19""","""4""","""1""","""1""","""3""","""2""","""3""",7,8,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",2,"""1""",20.05,12,32,10,8,46,-38,False,False
1855,"""2""","""5""","""11""","""3""","""1""","""3""","""1""","""2""","""2""",3,2,"""1""","""2""","""1""","""2""","""3""","""2""","""2""","""NaN""","""NaN""","""1""","""2""",3,"""NaN""",15.850000000000003,0,26,11,8,28,-20,False,False
240,"""2""","""4""","""13""","""1""","""2""","""1""","""3""","""4""","""4""",8,1,"""5""","""5""","""2""","""2""","""3""","""3""","""2""","""NaN""","""NaN""","""2""","""1""",3,"""1""",11.633333333333336,4,18,15,20,16,4,True,False
810,"""2""","""4""","""36""","""1""","""1""","""1""","""3""","""1""","""1""",8,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""1""","""2""",3,"""1""",7.383333333333328,13,23,18,21,33,-12,False,False
1107,"""2""","""2""","""13""","""2""","""1""","""1""","""4""","""1""","""3""",9,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""2""",9.33333333333333,1,48,5,13,41,-28,False,False
1968,"""2""","""2""","""1""","""4""","""3""","""2""","""3""","""1""","""2""",6,1,"""4""","""4""","""2""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",9.016666666666671,6,20,11,8,28,-20,False,False
1412,"""1""","""2""","""16""","""1""","""3""","""1""","""3""","""1""","""2""",8,8,"""2""","""4""","""2""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",15.449999999999996,4,24,8,10,26,-16,False,False
705,"""2""","""4""","""96""","""4""","""2""","""3""","""1""","""1""","""1""",1,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",2,"""1""",15.449999999999974,8,36,10,7,47,-40,False,False
2581,"""2""","""4""","""16""","""3""","""1""","""1""","""2""","""1""","""1""",3,1,"""2""","""4""","""2""","""1""","""4""","""2""","""3""","""NaN""","""NaN""","""0""","""2""",,"""1""",8.733333333333327,1,31,5,16,20,-4,False,False
72,"""2""","""4""","""1""","""3""","""1""","""1""","""3""","""1""","""1""",5,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""4""","""1""","""2""",2,"""3""",10.733333333333338,9,41,4,19,35,-16,False,False
18,"""1""","""2""","""1""","""100""","""2""","""1""","""3""","""4""","""3""",6,4,"""4""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""-1""","""2""",4,"""2""",16.683333333333337,14,23,17,9,45,-36,False,False
863,"""2""","""2""","""19""","""100""","""2""","""1""","""2""","""2""","""2""",4,1,"""2""","""2""","""1""","""2""","""2""","""4""","""1""","""NaN""","""NaN""","""2""","""1""",3,"""1""",17.999999999999968,3,30,4,10,26,-16,False,False
1388,"""1""","""2""","""1""","""100""","""1""","""1""","""4""","""3""","""3""",7,9,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""-1""","""1""",1,"""2""",12.399999999999999,7,37,10,25,29,-4,False,False
137,"""1""","""2""","""11""","""4""","""2""","""1""","""3""","""3""","""3""",8,1,"""4""","""4""","""3""","""2""","""4""","""3""","""1""","""NaN""","""NaN""","""-1""","""2""",4,"""1""",20.116666666666664,4,14,11,8,21,-13,False,False
888,"""2""","""2""","""26""","""1""","""3""","""1""","""1""","""1""","""1""",1,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""1""",4,"""2""",10.01666666666666,10,37,7,21,33,-12,False,False
1643,"""2""","""2""","""16""","""4""","""1""","""1""","""2""","""1""","""2""",3,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""0""","""1""",2,"""1""",9.299999999999999,6,17,31,9,45,-36,False,False
693,"""2""","""4""","""1""","""-98""","""1""","""3""","""1""","""2""","""1""",4,1,"""1""","""1""","""1""","""2""","""4""","""2""","""2""","""NaN""","""NaN""","""2""","""2""",3,"""1""",9.633333333333342,1,27,9,19,17,2,True,True
914,"""2""","""1""","""4""","""1""","""2""","""1""","""3""","""2""","""3""",8,1,"""4""","""2""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""2""","""2""",4,"""1""",12.616666666666667,6,19,12,3,33,-30,False,False
2221,"""1""","""2""","""13""","""1""","""1""","""1""","""4""","""1""","""3""",5,3,"""4""","""4""","""2""","""1""","""4""","""2""","""3""","""NaN""","""NaN""","""-1""","""1""",4,"""3""",13.850000000000005,1,25,10,15,21,-6,False,False
1895,"""2""","""2""","""11""","""4""","""3""","""2""","""2""","""2""","""1""",5,4,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""NaN""",1,"""1""",13.233333333333338,16,34,4,6,48,-42,False,False
368,"""2""","""2""","""1""","""1""","""1""","""1""","""2""","""2""","""2""",6,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",2,"""1""",6.283333333333332,14,28,12,11,43,-32,False,False
994,"""2""","""2""","""-99""","""3""","""2""","""-99""","""3""","""2""","""1""",5,5,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""-99""","""1""","""1""",3,"""3""",24.71666666666664,12,17,16,3,42,-39,False,False
550,"""2""","""2""","""4""","""-98""","""2""","""2""","""4""","""3""","""2""",8,5,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",1,"""1""",7.466666666666669,16,31,7,4,50,-46,False,True
1815,"""2""","""2""","""96""","""3""","""4""","""1""","""2""","""3""","""3""",5,3,"""2""","""4""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""2""","""1""",4,"""1""",16.15,3,20,14,10,26,-16,False,False
1045,"""2""","""2""","""1""","""1""","""2""","""2""","""4""","""1""","""3""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",,"""3""",10.433333333333339,7,44,3,10,44,-34,False,False
1110,"""2""","""2""","""13""","""100""","""2""","""1""","""2""","""3""","""2""",2,2,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""0""","""1""",3,"""2""",8.403333333333345,7,38,9,7,47,-40,False,False
2346,"""1""","""2""","""1""","""3""","""1""","""1""","""5""","""1""","""4""",2,3,"""5""","""1""","""2""","""2""","""4""","""1""","""1""","""NaN""","""NaN""","""-1""","""2""",3,"""2""",10.649999999999999,0,31,5,24,12,12,True,False
1998,"""2""","""4""","""11""","""4""","""3""","""2""","""3""","""4""","""4""",9,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""0""","""1""",3,"""1""",30.650000000000006,13,19,22,12,42,-30,False,False
1310,"""2""","""2""","""16""","""-98""","""3""","""2""","""3""","""2""","""3""",3,4,"""2""","""2""","""3""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""2""","""2""",3,"""NaN""",16.266666666666666,7,20,10,4,32,-28,False,True
896,"""2""","""2""","""11""","""100""","""2""","""1""","""3""","""3""","""3""",6,2,"""2""","""2""","""2""","""2""","""2""","""4""","""2""","""NaN""","""NaN""","""0""","""2""",3,"""3""",13.233333333333345,5,24,8,8,28,-20,False,False
